idproduto,mes,qtd
35024,11,3
35025,7,23
35025,8,5
35025,9,12
35025,10,4
35025,11,2
35026,7,29
35026,8,10
35026,9,12
35026,10,0
35026,11,1
35027,7,23
35027,8,11
35027,9,11
35027,10,1
35027,11,1
35028,7,10
35028,8,2
35028,9,7
35028,10,5
35028,11,0
35029,7,26
35029,8,6
35029,9,12
35029,10,2
35029,11,2
35030,7,22
35030,8,6
35030,9,10
35030,10,0
35030,11,0
35204,7,48
35204,8,4
35204,9,20
35204,10,14
35204,11,0
35205,7,31
35205,8,3
35205,9,20
35205,10,16
35205,11,1
35206,7,45
35206,8,2
35206,9,18
35206,10,12
35206,11,0
35208,7,37
35208,8,3
35208,9,18
35208,10,14
35208,11,1
35209,7,34
35209,8,4
35209,9,24
35209,10,19
35209,11,2
35210,7,42
35210,8,1
35210,9,18
35210,10,13
35210,11,0
35220,7,34
35220,8,3
35220,9,17
35220,10,11
35220,11,1
35221,7,131
35221,8,40
35221,9,11
35221,10,25
35221,11,10
35222,7,73
35222,8,9
35222,9,21
35222,10,7
35222,11,3
35223,7,22
35223,8,2
35223,9,12
35223,10,10
35223,11,2
35224,7,34
35224,8,6
35224,9,15
35224,10,5
35224,11,0
35225,7,81
35225,8,18
35225,9,21
35225,10,6
35225,11,2
35226,7,57
35226,8,6
35226,9,21
35226,10,9
35226,11,2
35227,7,25
35227,8,1
35227,9,13
35227,10,10
35227,11,0
35232,7,2
35232,8,0
35232,9,0
35232,10,1
35232,11,0
35233,7,10
35233,8,0
35233,9,9
35233,10,5
35233,11,0
35234,7,9
35234,8,0
35234,9,9
35234,10,6
35234,11,1
35235,7,2
35235,8,0
35235,9,0
35235,10,3
35235,11,0
35236,7,9
35236,8,0
35236,9,6
35236,10,2
35236,11,0
35237,7,15
35237,8,0
35237,9,11
35237,10,7
35237,11,1
35238,7,15
35238,8,0
35238,9,11
35238,10,6
35238,11,1
35239,7,2
35239,8,0
35239,9,3
35239,10,8
35239,11,1
35252,7,10
35252,8,0
35252,9,9
35252,10,5
35252,11,0
35253,7,40
35253,8,3
35253,9,21
35253,10,13
35253,11,2
35254,7,34
35254,8,1
35254,9,20
35254,10,13
35254,11,0
35255,7,41
35255,8,7
35255,9,15
35255,10,4
35255,11,2
35256,7,14
35256,8,1
35256,9,11
35256,10,5
35256,11,0
35257,7,34
35257,8,6
35257,9,16
35257,10,5
35257,11,0
35258,7,33
35258,8,1
35258,9,15
35258,10,11
35258,11,7
35259,7,40
35259,8,1
35259,9,16
35259,10,14
35259,11,0
35268,7,28
35268,8,6
35268,9,10
35268,10,0
35268,11,0
35269,7,114
35269,8,30
35269,9,20
35269,10,7
35269,11,2
35270,7,120
35270,8,43
35270,9,15
35270,10,8
35270,11,10
35271,7,112
35271,8,27
35271,9,22
35271,10,3
35271,11,0
35276,7,14
35276,8,0
35276,9,11
35276,10,5
35276,11,1
35277,7,40
35277,8,1
35277,9,19
35277,10,12
35277,11,1
35278,7,36
35278,8,2
35278,9,17
35278,10,10
35278,11,1
35279,7,36
35279,8,1
35279,9,19
35279,10,12
35279,11,0
35285,7,18
35285,8,1
35285,9,12
35285,10,7
35285,11,3
35286,7,37
35286,8,3
35286,9,17
35286,10,10
35286,11,1
35287,7,34
35287,8,0
35287,9,16
35287,10,10
35287,11,1
35288,7,40
35288,8,4
35288,9,19
35288,10,10
35288,11,4
35290,7,32
35290,8,6
35290,9,11
35290,10,3
35290,11,0
35291,7,114
35291,8,23
35291,9,18
35291,10,22
35291,11,0
35292,7,82
35292,8,19
35292,9,23
35292,10,1
35292,11,0
35293,7,42
35293,8,8
35293,9,16
35293,10,6
35293,11,0
35305,7,52
35305,8,16
35305,9,11
35305,10,7
35305,11,1
35306,7,80
35306,8,24
35306,9,25
35306,10,3
35306,11,0
35307,7,135
35307,8,47
35307,9,16
35307,10,27
35307,11,4
35308,7,89
35308,8,34
35308,9,22
35308,10,5
35308,11,0
35309,7,59
35309,8,25
35309,9,15
35309,10,1
35309,11,5
35315,7,17
35315,8,3
35315,9,15
35315,10,7
35315,11,2
35316,7,60
35316,8,23
35316,9,14
35316,10,4
35316,11,4
35317,7,59
35317,8,23
35317,9,15
35317,10,4
35317,11,3
35318,7,57
35318,8,21
35318,9,12
35318,10,7
35318,11,4
35319,7,28
35319,8,8
35319,9,16
35319,10,2
35319,11,2
35328,7,38
35328,8,5
35328,9,18
35328,10,13
35328,11,2
35329,7,132
35329,8,45
35329,9,13
35329,10,27
35329,11,11
35330,7,68
35330,8,14
35330,9,25
35330,10,5
35330,11,2
35331,7,23
35331,8,1
35331,9,12
35331,10,11
35331,11,2
35332,7,36
35332,8,3
35332,9,19
35332,10,11
35332,11,3
35333,7,36
35333,8,4
35333,9,19
35333,10,13
35333,11,5
35334,7,37
35334,8,1
35334,9,17
35334,10,13
35334,11,0
35335,7,12
35335,8,1
35335,9,10
35335,10,5
35335,11,0
35340,7,41
35340,8,3
35340,9,15
35340,10,11
35340,11,2
35341,7,200
35341,8,47
35341,9,22
35341,10,0
35341,11,28
35342,7,209
35342,8,52
35342,9,19
35342,10,0
35342,11,26
35343,7,158
35343,8,53
35343,9,26
35343,10,7
35343,11,11
35348,7,36
35348,8,8
35348,9,14
35348,10,3
35348,11,0
35349,7,185
35349,8,43
35349,9,56
35349,10,14
35349,11,0
35350,7,193
35350,8,50
35350,9,41
35350,10,0
35350,11,3
35351,7,143
35351,8,49
35351,9,26
35351,10,15
35351,11,11
35352,7,19
35352,8,7
35352,9,11
35352,10,2
35352,11,0
35353,7,90
35353,8,24
35353,9,20
35353,10,5
35353,11,0
35354,7,126
35354,8,44
35354,9,15
35354,10,26
35354,11,13
35355,7,41
35355,8,7
35355,9,16
35355,10,6
35355,11,1
35360,7,25
35360,8,3
35360,9,14
35360,10,10
35360,11,2
35361,7,135
35361,8,44
35361,9,12
35361,10,34
35361,11,19
35362,7,140
35362,8,45
35362,9,17
35362,10,29
35362,11,8
35363,7,40
35363,8,0
35363,9,13
35363,10,10
35363,11,8
35376,7,36
35376,8,4
35376,9,12
35376,10,11
35376,11,2
35377,7,51
35377,8,8
35377,9,10
35377,10,5
35377,11,5
35378,7,39
35378,8,5
35378,9,18
35378,10,13
35378,11,2
35380,7,14
35380,8,1
35380,9,11
35380,10,5
35380,11,1
35381,7,41
35381,8,6
35381,9,13
35381,10,4
35381,11,1
35382,7,39
35382,8,5
35382,9,17
35382,10,11
35382,11,2
35392,7,20
35392,8,1
35392,9,12
35392,10,8
35392,11,1
35393,7,31
35393,8,3
35393,9,16
35393,10,11
35393,11,3
35394,7,34
35394,8,1
35394,9,15
35394,10,8
35394,11,4
35395,7,26
35395,8,2
35395,9,14
35395,10,10
35395,11,2
35396,7,18
35396,8,2
35396,9,11
35396,10,7
35396,11,1
35397,7,39
35397,8,6
35397,9,17
35397,10,6
35397,11,0
35398,7,35
35398,8,1
35398,9,18
35398,10,13
35398,11,0
35399,7,22
35399,8,2
35399,9,12
35399,10,10
35399,11,1
35428,7,15
35428,8,0
35428,9,11
35428,10,6
35428,11,1
35429,7,40
35429,8,4
35429,9,19
35429,10,13
35429,11,1
35430,7,28
35430,8,4
35430,9,19
35430,10,11
35430,11,4
35431,7,7
35431,8,0
35431,9,10
35431,10,9
35431,11,0
35436,7,25
35436,8,3
35436,9,15
35436,10,11
35436,11,2
35437,7,30
35437,8,4
35437,9,38
35437,10,16
35437,11,4
35438,7,36
35438,8,0
35438,9,13
35438,10,10
35438,11,6
35439,7,18
35439,8,0
35439,9,12
35439,10,7
35439,11,2
35471,7,0
35471,8,0
35471,9,0
35471,10,0
35471,11,0
35472,7,2
35472,8,0
35472,9,0
35472,10,0
35472,11,0
35473,7,0
35473,8,0
35473,9,0
35473,10,0
35473,11,0
35476,7,0
35476,8,0
35476,9,0
35476,10,0
35476,11,0
35477,7,3
35477,8,0
35477,9,2
35477,10,0
35477,11,0
35478,7,0
35478,8,0
35478,9,0
35478,10,0
35478,11,0
35481,7,0
35481,8,0
35481,9,0
35481,10,0
35481,11,0
35482,7,1
35482,8,0
35482,9,0
35482,10,0
35482,11,0
35486,7,0
35486,8,0
35486,9,0
35486,10,1
35486,11,5
35504,7,2
35504,8,0
35504,9,0
35504,10,0
35504,11,0
35505,7,5
35505,8,0
35505,9,0
35505,10,0
35505,11,0
35508,7,5
35508,8,0
35508,9,0
35508,10,0
35508,11,0
35509,7,3
35509,8,1
35509,9,0
35509,10,0
35509,11,0
35510,7,4
35510,8,0
35510,9,0
35510,10,0
35510,11,0
35512,7,5
35512,8,0
35512,9,0
35512,10,0
35512,11,0
35513,7,6
35513,8,2
35513,9,0
35513,10,0
35513,11,0
35515,7,2
35515,8,0
35515,9,0
35515,10,0
35515,11,0
35531,7,2
35531,8,0
35531,9,0
35531,10,0
35531,11,0
35532,7,2
35532,8,0
35532,9,0
35532,10,0
35532,11,0
35535,7,2
35535,8,0
35535,9,0
35535,10,0
35535,11,0
35536,7,4
35536,8,1
35536,9,1
35536,10,1
35536,11,0
35538,7,2
35538,8,0
35538,9,0
35538,10,0
35538,11,0
35539,7,5
35539,8,0
35539,9,0
35539,10,0
35539,11,0
36066,7,13
36066,8,1
36066,9,1
36066,10,1
36066,11,0
36067,7,12
36067,8,0
36067,9,0
36067,10,0
36067,11,0
36129,7,11
36129,8,0
36129,9,0
36129,10,0
36129,11,0
36130,7,11
36130,8,0
36130,9,1
36130,10,2
36130,11,0
36131,7,9
36131,8,0
36131,9,0
36131,10,0
36131,11,0
36132,7,11
36132,8,0
36132,9,0
36132,10,0
36132,11,0
36141,7,10
36141,8,0
36141,9,2
36141,10,3
36141,11,0
36142,7,26
36142,8,7
36142,9,6
36142,10,0
36142,11,1
36143,7,25
36143,8,7
36143,9,4
36143,10,0
36143,11,1
36144,7,10
36144,8,0
36144,9,1
36144,10,2
36144,11,0
36587,7,6
36587,8,7
36587,9,10
36587,10,9
36587,11,6
36588,7,9
36588,8,10
36588,9,14
36588,10,14
36588,11,9
36589,7,7
36589,8,9
36589,9,12
36589,10,12
36589,11,8
36590,7,4
36590,8,5
36590,9,7
36590,10,7
36590,11,4
36655,7,5
36655,8,0
36655,9,0
36655,10,0
36655,11,0
36656,7,4
36656,8,0
36656,9,0
36656,10,0
36656,11,0
36659,7,3
36659,8,1
36659,9,0
36659,10,0
36659,11,0
36660,7,3
36660,8,1
36660,9,0
36660,10,0
36660,11,0
36662,7,3
36662,8,0
36662,9,0
36662,10,0
36662,11,0
36663,7,3
36663,8,1
36663,9,0
36663,10,0
36663,11,0
36673,7,7
36673,8,6
36673,9,9
36673,10,11
36673,11,5
36674,7,10
36674,8,9
36674,9,13
36674,10,16
36674,11,8
36675,7,8
36675,8,8
36675,9,11
36675,10,13
36675,11,6
36676,7,4
36676,8,4
36676,9,6
36676,10,7
36676,11,3
36704,7,3
36704,8,2
36704,9,9
36704,10,11
36704,11,9
36705,7,5
36705,8,4
36705,9,18
36705,10,21
36705,11,16
36706,7,3
36706,8,2
36706,9,11
36706,10,13
36706,11,10
36716,7,2
36716,8,2
36716,9,8
36716,10,9
36716,11,7
36717,7,5
36717,8,4
36717,9,18
36717,10,21
36717,11,16
36718,7,4
36718,8,3
36718,9,13
36718,10,16
36718,11,12
36728,7,1
36728,8,1
36728,9,1
36728,10,1
36728,11,1
36730,7,1
36730,8,2
36730,9,3
36730,10,2
36730,11,2
36731,7,2
36731,8,3
36731,9,4
36731,10,3
36731,11,2
36732,7,1
36732,8,2
36732,9,2
36732,10,2
36732,11,1
36734,7,2
36734,8,4
36734,9,5
36734,10,4
36734,11,3
36735,7,2
36735,8,4
36735,9,5
36735,10,4
36735,11,3
36736,7,1
36736,8,2
36736,9,3
36736,10,2
36736,11,2
36738,7,2
36738,8,4
36738,9,5
36738,10,4
36738,11,3
36739,7,2
36739,8,4
36739,9,5
36739,10,4
36739,11,3
36740,7,1
36740,8,1
36740,9,2
36740,10,2
36740,11,1
36741,7,2
36741,8,3
36741,9,4
36741,10,3
36741,11,2
36764,7,2
36764,8,4
36764,9,0
36764,10,0
36764,11,0
36767,7,0
36767,8,0
36767,9,0
36767,10,0
36767,11,0
36768,7,1
36768,8,0
36768,9,0
36768,10,0
36768,11,0
36769,7,5
36769,8,0
36769,9,0
36769,10,0
36769,11,0
36779,7,1
36779,8,1
36779,9,1
36779,10,1
36779,11,1
36922,7,8
36922,8,0
36922,9,0
36922,10,0
36922,11,0
36923,7,11
36923,8,0
36923,9,0
36923,10,0
36923,11,0
36924,7,10
36924,8,0
36924,9,0
36924,10,0
36924,11,0
36932,7,6
36932,8,0
36932,9,0
36932,10,0
36932,11,0
36933,7,9
36933,8,0
36933,9,0
36933,10,0
36933,11,0
36934,7,7
36934,8,0
36934,9,0
36934,10,0
36934,11,0
36935,7,2
36935,8,0
36935,9,0
36935,10,0
36935,11,0
36941,7,1
36941,8,0
36941,9,0
36941,10,0
36941,11,0
36942,7,0
36942,8,0
36942,9,0
36942,10,0
36942,11,0
36943,7,2
36943,8,0
36943,9,0
36943,10,0
36943,11,0
36944,7,3
36944,8,0
36944,9,0
36944,10,0
36944,11,0
36946,7,4
36946,8,0
36946,9,0
36946,10,0
36946,11,0
36947,7,1
36947,8,0
36947,9,0
36947,10,0
36947,11,0
36948,7,1
36948,8,0
36948,9,0
36948,10,0
36948,11,0
36949,7,4
36949,8,0
36949,9,0
36949,10,0
36949,11,0
4023,7,23
4023,8,56
4023,9,71
4023,10,58
4023,11,51
4024,7,58
4024,8,104
4024,9,118
4024,10,90
4024,11,86
4025,7,55
4025,8,108
4025,9,131
4025,10,91
4025,11,89
4026,7,56
4026,8,117
4026,9,113
4026,10,93
4026,11,96
4027,7,88
4027,8,203
4027,9,193
4027,10,171
4027,11,170
4028,7,73
4028,8,172
4028,9,201
4028,10,158
4028,11,156
4106,7,87
4106,8,71
4106,9,148
4106,10,136
4106,11,106
4107,7,157
4107,8,164
4107,9,248
4107,10,272
4107,11,196
4108,7,147
4108,8,145
4108,9,273
4108,10,290
4108,11,207
4109,7,105
4109,8,89
4109,9,125
4109,10,180
4109,11,134
4124,7,233
4124,8,197
4124,9,318
4124,10,322
4124,11,172
4125,7,441
4125,8,383
4125,9,535
4125,10,556
4125,11,323
4126,7,394
4126,8,285
4126,9,458
4126,10,522
4126,11,338
4127,7,238
4127,8,160
4127,9,273
4127,10,308
4127,11,201
4128,7,265
4128,8,213
4128,9,353
4128,10,388
4128,11,211
4129,7,512
4129,8,477
4129,9,685
4129,10,728
4129,11,449
4130,7,503
4130,8,384
4130,9,588
4130,10,686
4130,11,422
4131,7,292
4131,8,213
4131,9,315
4131,10,399
4131,11,272
4138,7,157
4138,8,98
4138,9,225
4138,10,255
4138,11,111
4139,7,282
4139,8,203
4139,9,321
4139,10,392
4139,11,194
4140,7,254
4140,8,174
4140,9,295
4140,10,350
4140,11,184
4141,7,160
4141,8,89
4141,9,173
4141,10,241
4141,11,140
5851,7,239
5851,8,264
5851,9,331
5851,10,364
5851,11,162
5852,7,376
5852,8,374
5852,9,454
5852,10,574
5852,11,319
5853,7,312
5853,8,381
5853,9,369
5853,10,441
5853,11,205
5854,7,67
5854,8,102
5854,9,66
5854,10,95
5854,11,57
5855,7,79
5855,8,159
5855,9,129
5855,10,131
5855,11,75
5856,7,72
5856,8,123
5856,9,117
5856,10,107
5856,11,60
6442,7,173
6442,8,126
6442,9,264
6442,10,236
6442,11,194
6443,7,658
6443,8,749
6443,9,860
6443,10,1001
6443,11,628
6444,7,699
6444,8,799
6444,9,948
6444,10,1056
6444,11,631
6445,7,413
6445,8,449
6445,9,578
6445,10,642
6445,11,456
6474,7,160
6474,8,117
6474,9,166
6474,10,217
6474,11,147
6475,7,598
6475,8,598
6475,9,774
6475,10,912
6475,11,465
6476,7,682
6476,8,678
6476,9,810
6476,10,960
6476,11,524
6477,7,404
6477,8,400
6477,9,475
6477,10,543
6477,11,386
6482,7,115
6482,8,49
6482,9,89
6482,10,106
6482,11,73
6483,7,258
6483,8,182
6483,9,280
6483,10,303
6483,11,248
6484,7,287
6484,8,198
6484,9,313
6484,10,352
6484,11,252
6485,7,181
6485,8,109
6485,9,184
6485,10,244
6485,11,170
6499,7,135
6499,8,82
6499,9,118
6499,10,160
6499,11,136
6500,7,439
6500,8,401
6500,9,472
6500,10,565
6500,11,424
6501,7,465
6501,8,429
6501,9,586
6501,10,644
6501,11,414
6502,7,316
6502,8,299
6502,9,392
6502,10,437
6502,11,333
6708,7,19
6708,8,22
6708,9,31
6708,10,31
6708,11,20
6709,7,44
6709,8,51
6709,9,72
6709,10,71
6709,11,46
6710,7,46
6710,8,53
6710,9,74
6710,10,73
6710,11,47
6711,7,38
6711,8,44
6711,9,62
6711,10,61
6711,11,39
6734,7,63
6734,8,76
6734,9,102
6734,10,109
6734,11,78
6735,7,45
6735,8,68
6735,9,99
6735,10,88
6735,11,77
6736,7,36
6736,8,49
6736,9,83
6736,10,60
6736,11,48
6743,7,75
6743,8,108
6743,9,113
6743,10,133
6743,11,91
6744,7,156
6744,8,184
6744,9,257
6744,10,269
6744,11,176
6745,7,132
6745,8,168
6745,9,264
6745,10,235
6745,11,185
6746,7,72
6746,8,103
6746,9,165
6746,10,158
6746,11,88
6747,7,34
6747,8,48
6747,9,52
6747,10,54
6747,11,46
6766,7,32
6766,8,37
6766,9,52
6766,10,52
6766,11,33
6767,7,72
6767,8,83
6767,9,116
6767,10,115
6767,11,74
6768,7,76
6768,8,87
6768,9,122
6768,10,121
6768,11,78
6769,7,54
6769,8,62
6769,9,86
6769,10,85
6769,11,55
6823,7,44
6823,8,63
6823,9,67
6823,10,100
6823,11,84
6824,7,47
6824,8,77
6824,9,64
6824,10,123
6824,11,93
6825,7,31
6825,8,62
6825,9,64
6825,10,76
6825,11,77
6827,7,28
6827,8,58
6827,9,51
6827,10,51
6827,11,56
6828,7,34
6828,8,59
6828,9,42
6828,10,54
6828,11,59
6829,7,20
6829,8,46
6829,9,56
6829,10,60
6829,11,60
6869,7,185
6869,8,233
6869,9,332
6869,10,327
6869,11,291
6870,7,379
6870,8,601
6870,9,686
6870,10,707
6870,11,501
6871,7,370
6871,8,595
6871,9,657
6871,10,691
6871,11,596
6872,7,259
6872,8,347
6872,9,409
6872,10,472
6872,11,292
6873,7,54
6873,8,48
6873,9,50
6873,10,54
6873,11,45
6874,7,75
6874,8,103
6874,9,111
6874,10,102
6874,11,62
6875,7,89
6875,8,113
6875,9,147
6875,10,118
6875,11,77
6876,7,81
6876,8,88
6876,9,111
6876,10,94
6876,11,93
7024,7,58
7024,8,33
7024,9,86
7024,10,75
7024,11,40
7025,7,132
7025,8,135
7025,9,140
7025,10,129
7025,11,97
7026,7,113
7026,8,66
7026,9,125
7026,10,119
7026,11,61
7027,7,100
7027,8,80
7027,9,100
7027,10,111
7027,11,58
7108,7,69
7108,8,62
7108,9,110
7108,10,86
7108,11,59
7109,7,122
7109,8,117
7109,9,187
7109,10,149
7109,11,124
7110,7,122
7110,8,103
7110,9,208
7110,10,133
7110,11,89
7111,7,71
7111,8,62
7111,9,128
7111,10,84
7111,11,57
8028,7,30
8028,8,36
8028,9,54
8028,10,50
8028,11,34
8029,7,77
8029,8,74
8029,9,134
8029,10,108
8029,11,93
8047,7,82
8047,8,77
8047,9,149
8047,10,122
8047,11,126
8048,7,59
8048,8,62
8048,9,101
8048,10,108
8048,11,79
8053,7,87
8053,8,95
8053,9,155
8053,10,172
8053,11,89
8054,7,272
8054,8,223
8054,9,423
8054,10,420
8054,11,296
8055,7,347
8055,8,262
8055,9,493
8055,10,533
8055,11,305
8056,7,224
8056,8,178
8056,9,318
8056,10,394
8056,11,286
8057,7,63
8057,8,75
8057,9,129
8057,10,90
8057,11,67
8058,7,163
8058,8,187
8058,9,294
8058,10,259
8058,11,164
8059,7,184
8059,8,212
8059,9,328
8059,10,348
8059,11,240
8060,7,143
8060,8,163
8060,9,228
8060,10,238
8060,11,205
8064,7,32
8064,8,45
8064,9,77
8064,10,70
8064,11,48
8065,7,110
8065,8,119
8065,9,204
8065,10,208
8065,11,135
8066,7,166
8066,8,154
8066,9,236
8066,10,264
8066,11,180
8067,7,106
8067,8,96
8067,9,123
8067,10,167
8067,11,149
8947,7,40
8947,8,47
8947,9,64
8947,10,33
8947,11,45
8948,7,77
8948,8,76
8948,9,124
8948,10,103
8948,11,85
8949,7,86
8949,8,78
8949,9,137
8949,10,114
8949,11,90
8950,7,54
8950,8,68
8950,9,122
8950,10,110
8950,11,78
9066,7,43
9066,8,34
9066,9,57
9066,10,61
9066,11,26
9067,7,40
9067,8,32
9067,9,62
9067,10,92
9067,11,42
9068,7,47
9068,8,34
9068,9,65
9068,10,98
9068,11,34
9069,7,43
9069,8,30
9069,9,56
9069,10,64
9069,11,32
9070,7,25
9070,8,18
9070,9,31
9070,10,56
9070,11,21
9071,7,39
9071,8,15
9071,9,28
9071,10,45
9071,11,9
9072,7,28
9072,8,18
9072,9,40
9072,10,37
9072,11,11
9073,7,37
9073,8,29
9073,9,40
9073,10,39
9073,11,12
9074,7,32
9074,8,33
9074,9,40
9074,10,28
9074,11,16
9075,7,28
9075,8,34
9075,9,44
9075,10,14
9075,11,14
9144,7,32
9144,8,24
9144,9,55
9144,10,48
9144,11,26
9145,7,36
9145,8,17
9145,9,41
9145,10,52
9145,11,23
9161,7,70
9161,8,77
9161,9,81
9161,10,97
9161,11,72
9162,7,125
9162,8,105
9162,9,167
9162,10,161
9162,11,99
9163,7,73
9163,8,75
9163,9,142
9163,10,116
9163,11,66
9164,7,48
9164,8,43
9164,9,67
9164,10,81
9164,11,55
9165,7,31
9165,8,28
9165,9,40
9165,10,40
9165,11,22
9166,7,44
9166,8,37
9166,9,65
9166,10,62
9166,11,35
9187,7,66
9187,8,28
9187,9,60
9187,10,35
9187,11,16
9188,7,80
9188,8,40
9188,9,69
9188,10,75
9188,11,27
9189,7,76
9189,8,38
9189,9,66
9189,10,58
9189,11,24
9190,7,55
9190,8,27
9190,9,59
9190,10,58
9190,11,18
9195,7,47
9195,8,27
9195,9,35
9195,10,43
9195,11,13
9196,7,54
9196,8,31
9196,9,61
9196,10,59
9196,11,20
9197,7,34
9197,8,28
9197,9,48
9197,10,57
9197,11,21
9198,7,47
9198,8,25
9198,9,41
9198,10,47
9198,11,23
9203,7,44
9203,8,25
9203,9,63
9203,10,42
9203,11,20
9204,7,65
9204,8,36
9204,9,82
9204,10,62
9204,11,30
9205,7,77
9205,8,44
9205,9,69
9205,10,82
9205,11,30
9206,7,58
9206,8,32
9206,9,59
9206,10,56
9206,11,24
9207,7,50
9207,8,39
9207,9,56
9207,10,55
9207,11,39
9208,7,39
9208,8,30
9208,9,43
9208,10,43
9208,11,31
9209,7,12
9209,8,10
9209,9,14
9209,10,14
9209,11,10
9210,7,31
9210,8,24
9210,9,35
9210,10,35
9210,11,25
9211,7,34
9211,8,27
9211,9,38
9211,10,38
9211,11,27
9212,7,24
9212,8,19
9212,9,27
9212,10,27
9212,11,19
9221,7,22
9221,8,17
9221,9,25
9221,10,25
9221,11,18
9222,7,51
9222,8,40
9222,9,57
9222,10,56
9222,11,40
9316,7,23
9316,8,35
9316,9,49
9316,10,23
9316,11,14
9317,7,43
9317,8,64
9317,9,90
9317,10,43
9317,11,25
9318,7,33
9318,8,50
9318,9,70
9318,10,33
9318,11,20
9666,7,51
9666,8,36
9666,9,158
9666,10,57
9666,11,35
9667,7,114
9667,8,78
9667,9,330
9667,10,114
9667,11,73
9668,7,120
9668,8,94
9668,9,355
9668,10,135
9668,11,84
9669,7,83
9669,8,60
9669,9,206
9669,10,107
9669,11,56
9674,7,25
9674,8,27
9674,9,37
9674,10,26
9674,11,13
9675,7,59
9675,8,38
9675,9,89
9675,10,69
9675,11,35
9676,7,58
9676,8,45
9676,9,98
9676,10,68
9676,11,40
9677,7,45
9677,8,29
9677,9,63
9677,10,65
9677,11,23
9812,7,102
9812,8,103
9812,9,236
9812,10,108
9812,11,45
9813,7,143
9813,8,175
9813,9,324
9813,10,126
9813,11,63
9814,7,108
9814,8,129
9814,9,325
9814,10,113
9814,11,55
9892,7,130
9892,8,178
9892,9,229
9892,10,159
9892,11,91
9893,7,258
9893,8,306
9893,9,445
9893,10,298
9893,11,178
9894,7,219
9894,8,283
9894,9,384
9894,10,275
9894,11,143
9898,7,69
9898,8,90
9898,9,134
9898,10,96
9898,11,60
9899,7,150
9899,8,165
9899,9,261
9899,10,168
9899,11,117
9900,7,108
9900,8,127
9900,9,185
9900,10,144
9900,11,89
9957,7,64
9957,8,91
9957,9,152
9957,10,47
9957,11,61
9958,7,135
9958,8,184
9958,9,308
9958,10,129
9958,11,113
9959,7,148
9959,8,206
9959,9,312
9959,10,151
9959,11,170
9960,7,125
9960,8,167
9960,9,247
9960,10,142
9960,11,147
9981,7,50
9981,8,51
9981,9,64
9981,10,48
9981,11,39
9982,7,92
9982,8,98
9982,9,157
9982,10,125
9982,11,98
9983,7,107
9983,8,114
9983,9,187
9983,10,141
9983,11,111
9984,7,86
9984,8,111
9984,9,156
9984,10,119
9984,11,90
